valor,vigenciadesde,indicador
4227.32,2025-04-29T00:00:00.000,ise
4239.62,2025-04-26T00:00:00.000,ise
4274.57,2025-04-25T00:00:00.000,ise
4298.31,2025-04-24T00:00:00.000,ise
4283.22,2025-04-23T00:00:00.000,ise
4272.83,2025-04-22T00:00:00.000,ise
4306.54,2025-04-17T00:00:00.000,ise
4329.9,2025-04-16T00:00:00.000,ise
4286.17,2025-04-15T00:00:00.000,ise
4338.36,2025-04-12T00:00:00.000,ise
4351.55,2025-04-11T00:00:00.000,ise
4416.69,2025-04-10T00:00:00.000,ise
4387.98,2025-04-09T00:00:00.000,ise
4374.53,2025-04-08T00:00:00.000,ise
4274.03,2025-04-05T00:00:00.000,ise
4130.01,2025-04-04T00:00:00.000,ise
4146.07,2025-04-03T00:00:00.000,ise
4149.24,2025-04-02T00:00:00.000,ise
4191.79,2025-04-01T00:00:00.000,ise
4192.57,2025-03-29T00:00:00.000,ise
4152.59,2025-03-28T00:00:00.000,ise
4131.42,2025-03-27T00:00:00.000,ise
4107.14,2025-03-26T00:00:00.000,ise
4168.82,2025-03-22T00:00:00.000,ise
4187.72,2025-03-21T00:00:00.000,ise
4143.14,2025-03-20T00:00:00.000,ise
4126.03,2025-03-19T00:00:00.000,ise
4076.7,2025-03-18T00:00:00.000,ise
4102.67,2025-03-15T00:00:00.000,ise
4114.18,2025-03-14T00:00:00.000,ise
4110.08,2025-03-13T00:00:00.000,ise
4152.76,2025-03-12T00:00:00.000,ise
4161.96,2025-03-11T00:00:00.000,ise
4116.8,2025-03-08T00:00:00.000,ise
4104.56,2025-03-07T00:00:00.000,ise
4125.63,2025-03-06T00:00:00.000,ise
4144.18,2025-03-05T00:00:00.000,ise
4116.61,2025-03-04T00:00:00.000,ise
4134.04,2025-03-01T00:00:00.000,ise
4120.11,2025-02-28T00:00:00.000,ise
4123.1,2025-02-27T00:00:00.000,ise
4126.54,2025-02-26T00:00:00.000,ise
4112.63,2025-02-25T00:00:00.000,ise
4073.56,2025-02-22T00:00:00.000,ise
4077.56,2025-02-21T00:00:00.000,ise
4098.67,2025-02-20T00:00:00.000,ise
4111.38,2025-02-19T00:00:00.000,ise
4100.66,2025-02-15T00:00:00.000,ise
4161.46,2025-02-14T00:00:00.000,ise
4165.07,2025-02-13T00:00:00.000,ise
4153.8,2025-02-12T00:00:00.000,ise
4132.93,2025-02-11T00:00:00.000,ise
4113.7,2025-02-08T00:00:00.000,ise
4150.99,2025-02-07T00:00:00.000,ise
4180.06,2025-02-06T00:00:00.000,ise
4153.54,2025-02-05T00:00:00.000,ise
4198.66,2025-02-04T00:00:00.000,ise
4183.93,2025-02-01T00:00:00.000,ise
4170.01,2025-01-31T00:00:00.000,ise
4195.6,2025-01-30T00:00:00.000,ise
4219.0,2025-01-29T00:00:00.000,ise
4220.86,2025-01-28T00:00:00.000,ise
4188.46,2025-01-25T00:00:00.000,ise
4245.65,2025-01-24T00:00:00.000,ise
4278.01,2025-01-23T00:00:00.000,ise
4307.07,2025-01-22T00:00:00.000,ise
4344.27,2025-01-18T00:00:00.000,ise
4338.15,2025-01-17T00:00:00.000,ise
4294.11,2025-01-16T00:00:00.000,ise
4300.24,2025-01-15T00:00:00.000,ise
4331.23,2025-01-14T00:00:00.000,ise
4343.48,2025-01-11T00:00:00.000,ise
4321.19,2025-01-10T00:00:00.000,ise
4347.42,2025-01-09T00:00:00.000,ise
4342.31,2025-01-08T00:00:00.000,ise
4355.51,2025-01-04T00:00:00.000,ise
4410.5,2025-01-03T00:00:00.000,ise
4409.15,2024-12-31T00:00:00.000,ise
4401.98,2024-12-28T00:00:00.000,ise
4375.86,2024-12-27T00:00:00.000,ise
4380.94,2024-12-25T00:00:00.000,ise
4395.44,2024-12-24T00:00:00.000,ise
4374.62,2024-12-21T00:00:00.000,ise
4394.5,2024-12-20T00:00:00.000,ise
4359.11,2024-12-19T00:00:00.000,ise
4345.32,2024-12-18T00:00:00.000,ise
4324.19,2024-12-17T00:00:00.000,ise
4341.32,2024-12-14T00:00:00.000,ise
4335.2,2024-12-13T00:00:00.000,ise
4361.22,2024-12-12T00:00:00.000,ise
4377.34,2024-12-11T00:00:00.000,ise
4379.71,2024-12-10T00:00:00.000,ise
4396.52,2024-12-07T00:00:00.000,ise
4407.13,2024-12-06T00:00:00.000,ise
4424.56,2024-12-05T00:00:00.000,ise
4443.53,2024-12-04T00:00:00.000,ise
4462.97,2024-12-03T00:00:00.000,ise
4419.59,2024-11-30T00:00:00.000,ise
4406.16,2024-11-28T00:00:00.000,ise
4405.96,2024-11-27T00:00:00.000,ise
4381.99,2024-11-26T00:00:00.000,ise
4418.58,2024-11-23T00:00:00.000,ise
4387.09,2024-11-22T00:00:00.000,ise
4414.06,2024-11-21T00:00:00.000,ise
4401.34,2024-11-20T00:00:00.000,ise
4400.69,2024-11-19T00:00:00.000,ise
4454.68,2024-11-16T00:00:00.000,ise
4475.57,2024-11-15T00:00:00.000,ise
4478.21,2024-11-14T00:00:00.000,ise
4413.79,2024-11-13T00:00:00.000,ise
4346.7,2024-11-09T00:00:00.000,ise
4344.55,2024-11-08T00:00:00.000,ise
4430.4,2024-11-07T00:00:00.000,ise
4421.86,2024-11-06T00:00:00.000,ise
4414.0,2024-11-02T00:00:00.000,ise
4409.57,2024-11-01T00:00:00.000,ise
4413.46,2024-10-31T00:00:00.000,ise
4367.39,2024-10-30T00:00:00.000,ise
4342.9,2024-10-29T00:00:00.000,ise
4316.73,2024-10-26T00:00:00.000,ise
4311.83,2024-10-25T00:00:00.000,ise
4293.91,2024-10-24T00:00:00.000,ise
4262.3,2024-10-23T00:00:00.000,ise
4286.96,2024-10-22T00:00:00.000,ise
4252.15,2024-10-19T00:00:00.000,ise
4263.17,2024-10-18T00:00:00.000,ise
4266.2,2024-10-17T00:00:00.000,ise
4244.84,2024-10-16T00:00:00.000,ise
4192.56,2024-10-12T00:00:00.000,ise
4217.4,2024-10-11T00:00:00.000,ise
4233.17,2024-10-10T00:00:00.000,ise
4233.54,2024-10-09T00:00:00.000,ise
4194.97,2024-10-08T00:00:00.000,ise
4173.66,2024-10-05T00:00:00.000,ise
4197.73,2024-10-04T00:00:00.000,ise
4203.43,2024-10-03T00:00:00.000,ise
4224.21,2024-10-02T00:00:00.000,ise
4178.3,2024-10-01T00:00:00.000,ise
4164.21,2024-09-28T00:00:00.000,ise
4188.11,2024-09-27T00:00:00.000,ise
4192.74,2024-09-26T00:00:00.000,ise
4139.43,2024-09-25T00:00:00.000,ise
4155.31,2024-09-24T00:00:00.000,ise
4156.89,2024-09-21T00:00:00.000,ise
4175.1,2024-09-20T00:00:00.000,ise
4189.46,2024-09-19T00:00:00.000,ise
4239.33,2024-09-18T00:00:00.000,ise
4220.58,2024-09-17T00:00:00.000,ise
4172.13,2024-09-14T00:00:00.000,ise
4236.63,2024-09-13T00:00:00.000,ise
4278.28,2024-09-12T00:00:00.000,ise
4285.61,2024-09-11T00:00:00.000,ise
4220.68,2024-09-10T00:00:00.000,ise
4149.79,2024-09-07T00:00:00.000,ise
4172.5,2024-09-06T00:00:00.000,ise
4185.82,2024-09-05T00:00:00.000,ise
4185.8,2024-09-04T00:00:00.000,ise
4160.31,2024-08-31T00:00:00.000,ise
4132.11,2024-08-30T00:00:00.000,ise
4065.34,2024-08-29T00:00:00.000,ise
4045.64,2024-08-28T00:00:00.000,ise
4023.92,2024-08-27T00:00:00.000,ise
4030.52,2024-08-24T00:00:00.000,ise
4064.03,2024-08-23T00:00:00.000,ise
4013.98,2024-08-22T00:00:00.000,ise
4011.37,2024-08-21T00:00:00.000,ise
4021.63,2024-08-17T00:00:00.000,ise
4014.18,2024-08-16T00:00:00.000,ise
4021.1,2024-08-15T00:00:00.000,ise
4038.87,2024-08-14T00:00:00.000,ise
4063.26,2024-08-13T00:00:00.000,ise
4064.51,2024-08-10T00:00:00.000,ise
4100.79,2024-08-09T00:00:00.000,ise
4136.27,2024-08-07T00:00:00.000,ise
4184.3,2024-08-06T00:00:00.000,ise
4110.37,2024-08-03T00:00:00.000,ise
4057.14,2024-08-02T00:00:00.000,ise
4060.34,2024-08-01T00:00:00.000,ise
4089.05,2024-07-31T00:00:00.000,ise
4059.91,2024-07-30T00:00:00.000,ise
4014.56,2024-07-27T00:00:00.000,ise
4035.0,2024-07-26T00:00:00.000,ise
4047.66,2024-07-25T00:00:00.000,ise
4010.53,2024-07-24T00:00:00.000,ise
4006.01,2024-07-23T00:00:00.000,ise
4040.2,2024-07-20T00:00:00.000,ise
4036.73,2024-07-19T00:00:00.000,ise
4011.19,2024-07-18T00:00:00.000,ise
3977.63,2024-07-17T00:00:00.000,ise
3948.41,2024-07-16T00:00:00.000,ise
3944.97,2024-07-13T00:00:00.000,ise
3968.87,2024-07-12T00:00:00.000,ise
3979.91,2024-07-11T00:00:00.000,ise
4022.05,2024-07-10T00:00:00.000,ise
4052.99,2024-07-09T00:00:00.000,ise
4093.72,2024-07-06T00:00:00.000,ise
4096.09,2024-07-04T00:00:00.000,ise
4130.03,2024-07-03T00:00:00.000,ise
4148.04,2024-06-29T00:00:00.000,ise
4158.1,2024-06-28T00:00:00.000,ise
4133.61,2024-06-27T00:00:00.000,ise
4093.66,2024-06-26T00:00:00.000,ise
4104.38,2024-06-25T00:00:00.000,ise
4143.72,2024-06-22T00:00:00.000,ise
4175.96,2024-06-21T00:00:00.000,ise
4101.87,2024-06-19T00:00:00.000,ise
4144.63,2024-06-18T00:00:00.000,ise
4151.55,2024-06-15T00:00:00.000,ise
4107.52,2024-06-14T00:00:00.000,ise
4023.26,2024-06-13T00:00:00.000,ise
3960.83,2024-06-12T00:00:00.000,ise
3944.14,2024-06-08T00:00:00.000,ise
3938.53,2024-06-07T00:00:00.000,ise
3927.91,2024-06-06T00:00:00.000,ise
3909.65,2024-06-05T00:00:00.000,ise
3860.92,2024-06-01T00:00:00.000,ise
3874.32,2024-05-31T00:00:00.000,ise
3867.02,2024-05-30T00:00:00.000,ise
3853.09,2024-05-29T00:00:00.000,ise
3878.07,2024-05-25T00:00:00.000,ise
3837.58,2024-05-24T00:00:00.000,ise
3829.59,2024-05-23T00:00:00.000,ise
3814.94,2024-05-22T00:00:00.000,ise
3822.39,2024-05-21T00:00:00.000,ise
3832.26,2024-05-18T00:00:00.000,ise
3828.98,2024-05-17T00:00:00.000,ise
3825.42,2024-05-16T00:00:00.000,ise
3861.82,2024-05-15T00:00:00.000,ise
3888.21,2024-05-11T00:00:00.000,ise
3900.38,2024-05-10T00:00:00.000,ise
3902.63,2024-05-09T00:00:00.000,ise
3884.84,2024-05-08T00:00:00.000,ise
3894.23,2024-05-07T00:00:00.000,ise
3895.41,2024-05-04T00:00:00.000,ise
3898.62,2024-05-03T00:00:00.000,ise
3899.07,2024-05-01T00:00:00.000,ise
3873.44,2024-04-30T00:00:00.000,ise
3926.02,2024-04-27T00:00:00.000,ise
3964.59,2024-04-26T00:00:00.000,ise
3935.65,2024-04-25T00:00:00.000,ise
3910.01,2024-04-24T00:00:00.000,ise
3924.82,2024-04-23T00:00:00.000,ise
3937.13,2024-04-20T00:00:00.000,ise
3918.23,2024-04-19T00:00:00.000,ise
3901.94,2024-04-18T00:00:00.000,ise
3938.11,2024-04-17T00:00:00.000,ise
3889.58,2024-04-16T00:00:00.000,ise
3864.97,2024-04-13T00:00:00.000,ise
3820.1,2024-04-12T00:00:00.000,ise
3815.44,2024-04-11T00:00:00.000,ise
3763.43,2024-04-10T00:00:00.000,ise
3768.8,2024-04-09T00:00:00.000,ise
3764.23,2024-04-06T00:00:00.000,ise
3775.37,2024-04-05T00:00:00.000,ise
3812.13,2024-04-04T00:00:00.000,ise
3845.22,2024-04-03T00:00:00.000,ise
3863.05,2024-04-02T00:00:00.000,ise
3842.3,2024-03-28T00:00:00.000,ise
3865.97,2024-03-27T00:00:00.000,ise
3901.51,2024-03-23T00:00:00.000,ise
3888.02,2024-03-22T00:00:00.000,ise
3886.94,2024-03-21T00:00:00.000,ise
3894.37,2024-03-20T00:00:00.000,ise
3880.59,2024-03-19T00:00:00.000,ise
3884.64,2024-03-16T00:00:00.000,ise
3899.39,2024-03-15T00:00:00.000,ise
3908.02,2024-03-14T00:00:00.000,ise
3919.86,2024-03-13T00:00:00.000,ise
3907.81,2024-03-12T00:00:00.000,ise
3905.45,2024-03-09T00:00:00.000,ise
3920.79,2024-03-08T00:00:00.000,ise
3932.55,2024-03-07T00:00:00.000,ise
3945.32,2024-03-06T00:00:00.000,ise
3948.67,2024-03-05T00:00:00.000,ise
3934.82,2024-03-02T00:00:00.000,ise
3931.31,2024-03-01T00:00:00.000,ise
3933.56,2024-02-29T00:00:00.000,ise
3935.59,2024-02-28T00:00:00.000,ise
3963.08,2024-02-27T00:00:00.000,ise
3949.36,2024-02-24T00:00:00.000,ise
3935.64,2024-02-23T00:00:00.000,ise
3930.26,2024-02-22T00:00:00.000,ise
3912.97,2024-02-21T00:00:00.000,ise
3917.84,2024-02-17T00:00:00.000,ise
3909.89,2024-02-16T00:00:00.000,ise
3916.61,2024-02-15T00:00:00.000,ise
3929.0,2024-02-14T00:00:00.000,ise
3915.28,2024-02-13T00:00:00.000,ise
3926.08,2024-02-10T00:00:00.000,ise
3954.68,2024-02-09T00:00:00.000,ise
3962.23,2024-02-08T00:00:00.000,ise
3950.57,2024-02-07T00:00:00.000,ise
3975.74,2024-02-06T00:00:00.000,ise
3928.11,2024-02-03T00:00:00.000,ise
3889.05,2024-02-02T00:00:00.000,ise
3915.56,2024-02-01T00:00:00.000,ise
3925.6,2024-01-31T00:00:00.000,ise
3918.93,2024-01-30T00:00:00.000,ise
3925.26,2024-01-27T00:00:00.000,ise
3932.96,2024-01-26T00:00:00.000,ise
3929.95,2024-01-25T00:00:00.000,ise
3934.62,2024-01-24T00:00:00.000,ise
3904.49,2024-01-23T00:00:00.000,ise
3916.39,2024-01-20T00:00:00.000,ise
3939.89,2024-01-19T00:00:00.000,ise
3969.5,2024-01-18T00:00:00.000,ise
3940.85,2024-01-17T00:00:00.000,ise
3901.38,2024-01-13T00:00:00.000,ise
3929.79,2024-01-12T00:00:00.000,ise
3946.39,2024-01-11T00:00:00.000,ise
3934.13,2024-01-10T00:00:00.000,ise
3912.93,2024-01-06T00:00:00.000,ise
3927.64,2024-01-05T00:00:00.000,ise
3914.6,2024-01-04T00:00:00.000,ise
3895.53,2024-01-03T00:00:00.000,ise
3822.05,2023-12-29T00:00:00.000,ise
3844.81,2023-12-28T00:00:00.000,ise
3871.45,2023-12-27T00:00:00.000,ise
3915.43,2023-12-23T00:00:00.000,ise
3943.03,2023-12-22T00:00:00.000,ise
3948.54,2023-12-21T00:00:00.000,ise
3925.77,2023-12-20T00:00:00.000,ise
3932.59,2023-12-19T00:00:00.000,ise
3956.76,2023-12-16T00:00:00.000,ise
3955.88,2023-12-15T00:00:00.000,ise
3999.43,2023-12-14T00:00:00.000,ise
3990.88,2023-12-13T00:00:00.000,ise
3982.5,2023-12-12T00:00:00.000,ise
3998.51,2023-12-08T00:00:00.000,ise
3989.55,2023-12-07T00:00:00.000,ise
4023.21,2023-12-06T00:00:00.000,ise
3999.91,2023-12-05T00:00:00.000,ise
3983.15,2023-12-02T00:00:00.000,ise
4045.22,2023-12-01T00:00:00.000,ise
3980.67,2023-11-30T00:00:00.000,ise
3957.77,2023-11-29T00:00:00.000,ise
3989.89,2023-11-28T00:00:00.000,ise
4044.51,2023-11-25T00:00:00.000,ise
4092.33,2023-11-23T00:00:00.000,ise
4060.15,2023-11-22T00:00:00.000,ise
4033.83,2023-11-21T00:00:00.000,ise
4116.59,2023-11-18T00:00:00.000,ise
4077.44,2023-11-17T00:00:00.000,ise
3976.84,2023-11-16T00:00:00.000,ise
3963.57,2023-11-15T00:00:00.000,ise
4037.19,2023-11-11T00:00:00.000,ise
4056.94,2023-11-10T00:00:00.000,ise
4065.79,2023-11-09T00:00:00.000,ise
4005.06,2023-11-08T00:00:00.000,ise
3975.09,2023-11-04T00:00:00.000,ise
4047.11,2023-11-03T00:00:00.000,ise
4117.71,2023-11-02T00:00:00.000,ise
4114.29,2023-11-01T00:00:00.000,ise
4060.83,2023-10-31T00:00:00.000,ise
4120.62,2023-10-28T00:00:00.000,ise
4154.94,2023-10-27T00:00:00.000,ise
4201.53,2023-10-26T00:00:00.000,ise
4213.97,2023-10-25T00:00:00.000,ise
4221.39,2023-10-24T00:00:00.000,ise
4238.85,2023-10-21T00:00:00.000,ise
4249.71,2023-10-20T00:00:00.000,ise
4227.39,2023-10-19T00:00:00.000,ise
4222.09,2023-10-18T00:00:00.000,ise
4249.0,2023-10-14T00:00:00.000,ise
4230.61,2023-10-13T00:00:00.000,ise
4212.5,2023-10-12T00:00:00.000,ise
4231.97,2023-10-11T00:00:00.000,ise
4386.66,2023-10-07T00:00:00.000,ise
4359.4,2023-10-06T00:00:00.000,ise
4252.09,2023-10-05T00:00:00.000,ise
4187.01,2023-10-04T00:00:00.000,ise
4141.43,2023-10-03T00:00:00.000,ise
4053.76,2023-09-30T00:00:00.000,ise
4085.57,2023-09-29T00:00:00.000,ise
4093.6,2023-09-28T00:00:00.000,ise
4068.73,2023-09-27T00:00:00.000,ise
4052.54,2023-09-26T00:00:00.000,ise
3948.7,2023-09-23T00:00:00.000,ise
3948.25,2023-09-22T00:00:00.000,ise
3907.21,2023-09-21T00:00:00.000,ise
3902.54,2023-09-20T00:00:00.000,ise
3905.95,2023-09-19T00:00:00.000,ise
3928.28,2023-09-16T00:00:00.000,ise
3926.59,2023-09-15T00:00:00.000,ise
3950.92,2023-09-14T00:00:00.000,ise
3993.53,2023-09-13T00:00:00.000,ise
3997.74,2023-09-12T00:00:00.000,ise
4012.26,2023-09-09T00:00:00.000,ise
4045.83,2023-09-08T00:00:00.000,ise
4093.04,2023-09-07T00:00:00.000,ise
4089.46,2023-09-06T00:00:00.000,ise
4063.36,2023-09-02T00:00:00.000,ise
4099.2,2023-09-01T00:00:00.000,ise
4085.33,2023-08-31T00:00:00.000,ise
4110.08,2023-08-30T00:00:00.000,ise
4111.52,2023-08-29T00:00:00.000,ise
4117.78,2023-08-26T00:00:00.000,ise
4076.9,2023-08-25T00:00:00.000,ise
4085.89,2023-08-24T00:00:00.000,ise
4120.07,2023-08-23T00:00:00.000,ise
4124.04,2023-08-19T00:00:00.000,ise
4093.96,2023-08-18T00:00:00.000,ise
4130.33,2023-08-17T00:00:00.000,ise
4096.08,2023-08-16T00:00:00.000,ise
4029.95,2023-08-15T00:00:00.000,ise
3973.41,2023-08-12T00:00:00.000,ise
3955.23,2023-08-11T00:00:00.000,ise
4031.65,2023-08-10T00:00:00.000,ise
4076.46,2023-08-09T00:00:00.000,ise
4077.9,2023-08-05T00:00:00.000,ise
4144.79,2023-08-04T00:00:00.000,ise
4056.99,2023-08-03T00:00:00.000,ise
4007.44,2023-08-02T00:00:00.000,ise
3898.48,2023-08-01T00:00:00.000,ise
3923.49,2023-07-29T00:00:00.000,ise
3932.04,2023-07-28T00:00:00.000,ise
3951.1,2023-07-27T00:00:00.000,ise
3978.83,2023-07-26T00:00:00.000,ise
3950.58,2023-07-25T00:00:00.000,ise
3971.38,2023-07-22T00:00:00.000,ise
3980.2,2023-07-20T00:00:00.000,ise
3991.15,2023-07-19T00:00:00.000,ise
4069.39,2023-07-18T00:00:00.000,ise
4089.3,2023-07-15T00:00:00.000,ise
4102.13,2023-07-14T00:00:00.000,ise
4128.67,2023-07-13T00:00:00.000,ise
4193.59,2023-07-12T00:00:00.000,ise
4154.06,2023-07-11T00:00:00.000,ise
4189.96,2023-07-08T00:00:00.000,ise
4195.93,2023-07-07T00:00:00.000,ise
4128.08,2023-07-06T00:00:00.000,ise
4177.58,2023-07-01T00:00:00.000,ise
4191.28,2023-06-30T00:00:00.000,ise
4169.6,2023-06-29T00:00:00.000,ise
4152.48,2023-06-28T00:00:00.000,ise
4172.33,2023-06-27T00:00:00.000,ise
4168.88,2023-06-24T00:00:00.000,ise
4114.39,2023-06-23T00:00:00.000,ise
4158.21,2023-06-22T00:00:00.000,ise
4149.18,2023-06-21T00:00:00.000,ise
4145.72,2023-06-17T00:00:00.000,ise
4164.66,2023-06-16T00:00:00.000,ise
4182.33,2023-06-15T00:00:00.000,ise
4186.3,2023-06-14T00:00:00.000,ise
4173.66,2023-06-10T00:00:00.000,ise
4179.98,2023-06-09T00:00:00.000,ise
4209.14,2023-06-08T00:00:00.000,ise
4245.0,2023-06-07T00:00:00.000,ise
4307.02,2023-06-06T00:00:00.000,ise
4355.8,2023-06-03T00:00:00.000,ise
4410.49,2023-06-02T00:00:00.000,ise
4434.09,2023-06-01T00:00:00.000,ise
4408.65,2023-05-31T00:00:00.000,ise
4461.66,2023-05-27T00:00:00.000,ise
4470.83,2023-05-26T00:00:00.000,ise
4448.93,2023-05-25T00:00:00.000,ise
4501.81,2023-05-24T00:00:00.000,ise
4528.67,2023-05-20T00:00:00.000,ise
4521.64,2023-05-19T00:00:00.000,ise
4528.3,2023-05-18T00:00:00.000,ise
4531.58,2023-05-17T00:00:00.000,ise
4506.49,2023-05-16T00:00:00.000,ise
4564.44,2023-05-13T00:00:00.000,ise
4601.15,2023-05-12T00:00:00.000,ise
4545.39,2023-05-11T00:00:00.000,ise
4540.34,2023-05-10T00:00:00.000,ise
4490.58,2023-05-09T00:00:00.000,ise
4552.56,2023-05-06T00:00:00.000,ise
4616.58,2023-05-05T00:00:00.000,ise
4667.09,2023-05-04T00:00:00.000,ise
4713.08,2023-05-03T00:00:00.000,ise
4669.0,2023-04-29T00:00:00.000,ise
4654.14,2023-04-28T00:00:00.000,ise
4552.59,2023-04-27T00:00:00.000,ise
4486.6,2023-04-26T00:00:00.000,ise
4482.45,2023-04-25T00:00:00.000,ise
4523.64,2023-04-22T00:00:00.000,ise
4535.78,2023-04-21T00:00:00.000,ise
4532.43,2023-04-20T00:00:00.000,ise
4473.07,2023-04-19T00:00:00.000,ise
4431.45,2023-04-18T00:00:00.000,ise
4425.27,2023-04-15T00:00:00.000,ise
4424.02,2023-04-14T00:00:00.000,ise
4458.87,2023-04-13T00:00:00.000,ise
4516.76,2023-04-12T00:00:00.000,ise
4564.24,2023-04-11T00:00:00.000,ise
4570.91,2023-04-06T00:00:00.000,ise
4587.31,2023-04-05T00:00:00.000,ise
4603.0,2023-04-04T00:00:00.000,ise
4646.08,2023-04-01T00:00:00.000,ise
4627.27,2023-03-31T00:00:00.000,ise
4627.63,2023-03-30T00:00:00.000,ise
4658.79,2023-03-29T00:00:00.000,ise
4686.83,2023-03-28T00:00:00.000,ise
4741.76,2023-03-25T00:00:00.000,ise
4755.12,2023-03-24T00:00:00.000,ise
4776.09,2023-03-23T00:00:00.000,ise
4804.29,2023-03-22T00:00:00.000,ise
4824.25,2023-03-18T00:00:00.000,ise
4866.5,2023-03-17T00:00:00.000,ise
4835.51,2023-03-16T00:00:00.000,ise
4736.03,2023-03-15T00:00:00.000,ise
4769.76,2023-03-14T00:00:00.000,ise
4748.14,2023-03-11T00:00:00.000,ise
4748.61,2023-03-10T00:00:00.000,ise
4755.59,2023-03-09T00:00:00.000,ise
4744.95,2023-03-08T00:00:00.000,ise
4734.42,2023-03-07T00:00:00.000,ise
4780.89,2023-03-04T00:00:00.000,ise
4855.83,2023-03-03T00:00:00.000,ise
4848.78,2023-03-02T00:00:00.000,ise
4814.11,2023-03-01T00:00:00.000,ise
4808.14,2023-02-28T00:00:00.000,ise
4849.65,2023-02-25T00:00:00.000,ise
4853.9,2023-02-24T00:00:00.000,ise
4924.91,2023-02-23T00:00:00.000,ise
4950.33,2023-02-22T00:00:00.000,ise
4918.94,2023-02-18T00:00:00.000,ise
4966.33,2023-02-17T00:00:00.000,ise
4878.24,2023-02-16T00:00:00.000,ise
4783.24,2023-02-15T00:00:00.000,ise
4818.62,2023-02-14T00:00:00.000,ise
4777.73,2023-02-11T00:00:00.000,ise
4742.05,2023-02-10T00:00:00.000,ise
4769.85,2023-02-09T00:00:00.000,ise
4775.99,2023-02-08T00:00:00.000,ise
4776.25,2023-02-07T00:00:00.000,ise
4669.74,2023-02-04T00:00:00.000,ise
4584.44,2023-02-03T00:00:00.000,ise
4639.04,2023-02-02T00:00:00.000,ise
4648.7,2023-02-01T00:00:00.000,ise
4632.2,2023-01-31T00:00:00.000,ise
4548.5,2023-01-28T00:00:00.000,ise
4531.75,2023-01-27T00:00:00.000,ise
4538.91,2023-01-26T00:00:00.000,ise
4545.94,2023-01-25T00:00:00.000,ise
4551.02,2023-01-24T00:00:00.000,ise
4631.64,2023-01-21T00:00:00.000,ise
4683.85,2023-01-20T00:00:00.000,ise
4702.67,2023-01-19T00:00:00.000,ise
4691.09,2023-01-18T00:00:00.000,ise
4693.99,2023-01-14T00:00:00.000,ise
4692.04,2023-01-13T00:00:00.000,ise
4748.54,2023-01-12T00:00:00.000,ise
4807.85,2023-01-11T00:00:00.000,ise
4885.66,2023-01-07T00:00:00.000,ise
4989.58,2023-01-06T00:00:00.000,ise
4924.0,2023-01-05T00:00:00.000,ise
4842.26,2023-01-04T00:00:00.000,ise
4810.2,2022-12-30T00:00:00.000,ise
4765.92,2022-12-29T00:00:00.000,ise
4766.82,2022-12-28T00:00:00.000,ise
4745.04,2022-12-24T00:00:00.000,ise
4760.61,2022-12-23T00:00:00.000,ise
4761.64,2022-12-22T00:00:00.000,ise
4769.29,2022-12-21T00:00:00.000,ise
4781.28,2022-12-20T00:00:00.000,ise
4802.48,2022-12-17T00:00:00.000,ise
4797.02,2022-12-16T00:00:00.000,ise
4778.28,2022-12-15T00:00:00.000,ise
4791.57,2022-12-14T00:00:00.000,ise
4836.24,2022-12-13T00:00:00.000,ise
4815.99,2022-12-10T00:00:00.000,ise
4825.83,2022-12-08T00:00:00.000,ise
4818.32,2022-12-07T00:00:00.000,ise
4812.37,2022-12-06T00:00:00.000,ise
4767.19,2022-12-03T00:00:00.000,ise
4779.06,2022-12-02T00:00:00.000,ise
4815.59,2022-12-01T00:00:00.000,ise
4809.51,2022-11-30T00:00:00.000,ise
4840.6,2022-11-29T00:00:00.000,ise
4881.41,2022-11-26T00:00:00.000,ise
4875.91,2022-11-24T00:00:00.000,ise
4914.34,2022-11-23T00:00:00.000,ise
4958.42,2022-11-22T00:00:00.000,ise
4994.61,2022-11-19T00:00:00.000,ise
5022.03,2022-11-18T00:00:00.000,ise
4922.7,2022-11-17T00:00:00.000,ise
4801.06,2022-11-16T00:00:00.000,ise
4806.07,2022-11-11T00:00:00.000,ise
4914.71,2022-11-10T00:00:00.000,ise
5013.2,2022-11-09T00:00:00.000,ise
5061.21,2022-11-05T00:00:00.000,ise
5058.02,2022-11-04T00:00:00.000,ise
5015.84,2022-11-03T00:00:00.000,ise
4975.58,2022-11-02T00:00:00.000,ise
4898.74,2022-11-01T00:00:00.000,ise
4819.42,2022-10-29T00:00:00.000,ise
4821.92,2022-10-28T00:00:00.000,ise
4895.29,2022-10-27T00:00:00.000,ise
4948.14,2022-10-26T00:00:00.000,ise
4968.94,2022-10-25T00:00:00.000,ise
4913.24,2022-10-22T00:00:00.000,ise
4885.5,2022-10-21T00:00:00.000,ise
4815.09,2022-10-20T00:00:00.000,ise
4744.04,2022-10-19T00:00:00.000,ise
4636.83,2022-10-15T00:00:00.000,ise
4619.78,2022-10-14T00:00:00.000,ise
4611.18,2022-10-13T00:00:00.000,ise
4611.88,2022-10-12T00:00:00.000,ise
4605.29,2022-10-08T00:00:00.000,ise
4627.61,2022-10-07T00:00:00.000,ise
4548.89,2022-10-06T00:00:00.000,ise
4484.74,2022-10-05T00:00:00.000,ise
4545.66,2022-10-04T00:00:00.000,ise
4590.54,2022-10-01T00:00:00.000,ise
4532.07,2022-09-30T00:00:00.000,ise
4486.94,2022-09-29T00:00:00.000,ise
